"subID"	"mode"	"trial"	"choice"	"reaction_time"	"reward"	"condition"	"reward_prob_1"	"reward_prob_2"	"payoff_1"	"payoff_2"
"01"	"main"	67	0	0.435355300025549	1	1	0.58924031324363	0.381747507619132	1	0
"01"	"main"	68	0	0.652588500001002	1	0	0.727502686452927	0.324306692712727	1	0
"01"	"main"	69	0	0.372393500001635	0	0	0.798098041342449	0.354191505079017	0	1
"01"	"main"	70	1	0.676553999946918	0	0	0.769515334621779	0.383505458471255	1	0
"01"	"main"	71	0	0.86945299996296	0	0	0.665364536110592	0.412817177867354	0	1
"01"	"main"	72	1	0.755454999976791	1	1	0.607366195511558	0.431039872074443	1	1
"01"	"main"	73	1	1.05991509999149	0	0	0.594239791388308	0.483238078737103	1	0
"01"	"main"	74	1	1.3719684999669	0	0	0.589686914891419	0.525766234996639	0	0
"01"	"main"	75	1	0.749845599988475	0	0	0.642577814277618	0.43966694642038	1	0
"01"	"main"	76	0	0.513836199999787	1	0	0.730027467478255	0.395708791004312	1	1
"01"	"main"	77	0	0.527330100012477	0	0	0.718655019614009	0.424261688642449	0	0
"01"	"main"	78	0	0.602509100048337	1	0	0.730571802690875	0.432145925689092	1	0
"01"	"main"	79	0	0.91450780001469	0	0	0.737094261581743	0.430767658249591	0	1
"01"	"main"	80	1	0.767874400014989	0	0	0.5	0.5	0	0
"01"	"main"	81	0	2.74133290001191	1	0	0.513284052484818	0.529381893465876	1	0
"01"	"main"	82	0	1.42126169998664	0	0	0.464237721337896	0.496110214648747	0	1
"01"	"main"	83	0	1.76090059999842	1	0	0.560232697166105	0.457334075535608	1	0
"01"	"main"	84	1	0.523805600008927	0	0	0.511686352492163	0.578046346662422	1	0
"01"	"main"	85	1	0.41337460000068	0	0	0.404712233277053	0.579079000934035	0	0
"01"	"main"	86	0	0.421842799987644	0	0	0.369480929922246	0.586283126921434	0	1
"01"	"main"	87	1	1.04794239997864	0	0	0.322503794003764	0.6022945459428	1	0
"01"	"main"	88	0	0.89580489997752	0	0	0.134268809062603	0.68667236002214	0	0
"01"	"main"	89	1	0.862636600038968	1	1	0.155506573332876	0.754635522854535	0	1
"01"	"main"	90	1	0.485841899993829	0	0	0.283048064664192	0.791457380346444	0	0
"01"	"main"	91	1	1.26457840000512	1	0	0.19317586964517	0.787845018926644	0	1
"01"	"main"	92	1	1.50581260002218	0	0	0.075350179431446	0.823414337226662	0	0
"01"	"main"	93	0	0.871213499980513	0	0	0.135469385940853	0.79989086148191	0	1
"01"	"main"	94	1	1.12278099998366	1	0	0.217975644875593	0.742074077104262	0	1
"01"	"main"	95	0	2.83779070002493	1	0	0.223236868031375	0.639476235501221	1	1
"01"	"main"	96	1	1.15482860000338	1	0	0.190931682376356	0.670119146188176	1	1
"01"	"main"	97	0	1.21037100005196	0	0	0.164795697644265	0.71350148522623	0	0
"01"	"main"	98	0	1.41971370001556	0	0	0.0587941918366612	0.739150293757189	0	1
"01"	"main"	99	0	0.473754299979191	0	0	0.0846386055056624	0.73040362051332	0	1
"01"	"main"	100	1	0.509789799980354	0	0	0.0958368123128416	0.721685277856616	0	0
"01"	"main"	101	1	0.843609299976379	1	1	0.053832202433148	0.786722132494019	1	1
"01"	"main"	102	1	1.07650640001521	1	0	0	0.761102685007765	0	1
"01"	"main"	103	0	3.03186089999508	0	0	0	0.776693933273524	0	1
"01"	"main"	104	1	0.617957500042394	1	0	0	0.819564368191025	0	1
"01"	"main"	105	1	1.76714120001998	1	1	0	0.810267750183304	0	1
"01"	"main"	106	0	1.29420840000967	0	0	0	0.820339913457968	0	1
"01"	"main"	107	0	0.892372400034219	0	0	0.0169675199114359	0.786492443657461	0	1
"01"	"main"	108	0	0.487649900023826	0	0	0.0847207455288439	0.736577461464901	0	0
"01"	"main"	109	0	0.387205000035465	0	0	0.147279284182769	0.763419735393831	0	1
"01"	"main"	110	1	0.469745200010948	0	0	0.276613254699233	0.69523828467482	1	0
"01"	"main"	111	1	1.61101769999368	1	0	0.334862500999842	0.700265090623073	1	1
"01"	"main"	112	1	0.657208100019488	1	0	0.340851040222599	0.802727392986362	1	1
"01"	"main"	113	1	0.949595399957616	1	0	0.331092352609128	0.827928328365019	1	1
"01"	"main"	114	1	1.75940160005121	1	1	0.319566889529114	0.846724315813175	0	1
"01"	"main"	115	0	1.14769790001446	0	0	0.303641050955141	0.831844126631785	0	1
"01"	"main"	116	0	0.485107199987397	0	0	0.284672808527294	0.759483115493039	0	1
"01"	"main"	117	1	0.724281300033908	1	0	0.5	0.5	0	1
"01"	"main"	118	1	0.407378199975938	1	0	0.405077546213323	0.510300271308326	0	1
"01"	"main"	119	1	0.893066800024826	0	0	0.397778822904832	0.48664531969944	0	0
"01"	"main"	120	0	1.16300639999099	1	0	0.440227728735338	0.476095245182856	1	0
"01"	"main"	121	0	0.451740399992559	0	0	0.560466054257797	0.456445984403029	0	1
"01"	"main"	122	1	0.526441099995282	0	0	0.706278861372574	0.432990014976055	0	0
"01"	"main"	123	0	1.4682085000095	1	0	0.775883980754819	0.37127124175343	1	1
"01"	"main"	124	0	0.86706520000007	0	0	0.738178998808561	0.437391583248021	0	1
