mode,trial,choice,reaction_time,reward,condition,reward_prob_1,reward_prob_2,payoff_1,payoff_2
practice,1,0,1.3962817917054053,1,0,0.6048813378285252,0.5895259176684322,1,1
practice,2,1,1.0596899166412186,0,0,0.6450662699958258,0.532447233773351,0,0
practice,3,1,0.4157568750088103,1,0,0.6544730304236281,0.4820174398686927,0,1
practice,4,1,0.6514450416725595,0,0,0.6295070273466354,0.4252397541511419,1,0
practice,5,1,0.6274090416554827,1,1,0.5679421023416429,0.4404499769727866,0,1
main,1,0,1.0984979583590757,1,0,0.6048813378285252,0.5895259176684322,1,1
main,2,0,1.039949541707756,0,0,0.6450662699958258,0.532447233773351,0,0
main,3,0,0.5461462500097696,0,0,0.6544730304236281,0.4820174398686927,0,1
main,4,0,0.5544047500006855,1,1,0.6295070273466354,0.4252397541511419,1,0
main,5,0,0.5892438332957681,0,0,0.5679421023416429,0.4404499769727866,0,1
