Trial,Arm_Chosen,Win,Condition,Reward_Prob_1,Reward_Prob_2
0,0,False,non-salient,0.5,0.5,0.0,0.0
1,0,False,non-salient,0.4556096101963374,0.487174164176505,0.0,0.0
2,0,True,non-salient,0.4607858790389544,0.4989599740504653,1.0,1.0
3,0,True,non-salient,0.4975212208832216,0.5064235877398063,1.0,0.0
4,0,True,non-salient,0.5804118065006014,0.5235023361986411,1.0,1.0
5,0,True,non-salient,0.5538530623580917,0.5701354341774535,1.0,1.0
6,0,True,non-salient,0.457263876074386,0.5508034598202259,1.0,1.0
7,0,False,non-salient,0.4650963394950888,0.5237323811269676,0.0,0.0
8,0,False,non-salient,0.4616408533834361,0.5265898356366383,0.0,0.0
9,0,False,non-salient,0.4835451656178302,0.4961132020450787,0.0,0.0
10,0,False,non-salient,0.4329962476010882,0.5950954853803965,0.0,1.0
11,0,False,non-salient,0.4521366749807378,0.6313871268694357,0.0,1.0
12,0,True,salient,0.4483096563961471,0.6167335785628507,1.0,1.0
13,0,False,non-salient,0.4316740734979691,0.62885870775909,0.0,1.0
14,0,True,non-salient,0.4417928188848906,0.5429524114941491,1.0,1.0
15,0,False,non-salient,0.4293955520206772,0.6082210090106634,0.0,0.0
