mode,trial,choice,reaction_time,reward,condition,reward_prob_1,reward_prob_2,payoff_1,payoff_2
main,56,,,0,2,0.2981025214549804,0.4138147113264506,0,0
main,57,,,0,2,0.1740733782297042,0.4944270043226129,1,1
main,58,,,0,2,0.1173967443490123,0.5470318172544466,0,0
main,59,,,0,2,0.5700000000000001,0.5700000000000001,0,1
main,60,,,0,2,0.5870054453768523,0.5696184219562679,0,1
main,61,,,0,2,0.4735279194733853,0.6697165060623294,0,1
main,62,,,0,2,0.5656480827491813,0.6503621744820702,1,1
main,63,,,0,2,0.5603366098474603,0.6740413379591421,0,0
main,64,,,0,2,0.4221983329666843,0.7257430692806597,1,1
main,65,,,0,2,0.3617498144701689,0.7195858869035363,1,1
main,66,,,0,2,0.3877292458652312,0.7849126067286061,1,1
main,67,,,0,2,0.3316320123919828,0.8055248212069934,1,1
main,68,,,0,2,0.2990687748477572,0.7751343522492493,0,1
main,69,,,0,2,0.2944512489068027,0.6969326026418783,0,1
main,70,,,0,2,0.3830478370089168,0.5821799753639925,1,1
main,71,,,0,2,0.433191120931699,0.5740021234456105,1,0
main,72,,,0,2,0.3995269673017263,0.6030521565186735,0,0
main,73,,,0,2,0.4819001429078111,0.5887060245781925,0,0
main,74,,,0,2,0.4646939135699553,0.5468037162135775,1,0
main,75,,,0,2,0.4441413021610644,0.5729661093130167,0,1
main,76,,,0,2,0.4140565629449989,0.5629805913552937,0,0
main,77,,,0,2,0.2747118744556924,0.5721464250477057,0,0
main,78,,,0,2,0.1949670573475405,0.6298254281547777,0,1
main,79,,,0,2,0.1409440901443841,0.6447986585580319,0,0
main,80,,,0,2,0.1892787616715654,0.6369270834190872,0,0
main,81,,,0,2,0.5700000000000001,0.5700000000000001,1,0
main,82,,,0,2,0.5110212927824493,0.6014787376196229,1,0
main,83,,,0,2,0.5139680055073477,0.5388518579288017,0,1
main,84,,,0,2,0.5156873342793521,0.4927657681223784,1,0
main,85,,,0,2,0.3856591131554954,0.5077835517833882,1,0
main,86,,,0,2,0.5700000000000001,0.5700000000000001,0,0
main,87,,,0,2,0.5073218055294935,0.5712831991792935,0,1
main,88,,,0,2,0.5624909422402511,0.5396119422083381,1,0
main,89,,,0,2,0.5032923386367424,0.5910163996717166,0,1
main,90,,,0,2,0.572780795198254,0.5217804194189766,1,0
main,91,,,0,2,0.6721192408507652,0.5049395992112551,1,1
main,92,,,0,2,0.6948502264206535,0.4608590116416723,1,1
main,93,,,0,2,0.6847906985175338,0.475711258899573,0,1
main,94,,,0,2,0.6391672534862343,0.5025918495101632,1,0
main,95,,,0,2,0.6385662998681558,0.5769938579787428,0,1
main,96,,,0,2,0.6615496055992314,0.5611656860915539,1,1
main,97,,,0,2,0.6413602174828501,0.6313246776726567,0,1
main,98,,,0,2,0.5628327913607678,0.6736189313601206,1,0
main,99,,,0,2,0.6350769147642081,0.6663138715348194,1,1
main,100,,,0,2,0.5860518762182292,0.7202771334582923,0,1
main,101,,,0,2,0.6304404206254595,0.7078666083431857,1,0
main,102,,,0,2,0.6927192462854479,0.6193919099278415,0,0
main,103,,,0,2,0.5719490702962806,0.7100415586307032,1,0
main,104,,,0,2,0.5255147542999169,0.7562677264690509,0,1
main,105,,,0,2,0.5205907374663576,0.7215849755472787,1,1
main,106,,,0,2,0.5612368565694401,0.6841490415069253,1,1
main,107,,,0,2,0.6106859092812718,0.6138662424783929,1,0
main,108,,,0,2,0.5700000000000001,0.5700000000000001,1,1
main,109,,,0,2,0.6011402059978479,0.5193927119927675,0,1
main,110,,,0,2,0.6568802058603549,0.4041551207104279,1,0
main,111,,,0,2,0.7399074865257007,0.3844779040963931,1,1
main,112,,,0,2,0.6928436464597711,0.4409023546662644,0,1
main,113,,,0,2,0.6881969573186617,0.3533609220559964,0,0
main,114,,,0,2,0.6199096141383755,0.3476998820144723,1,0
main,115,,,0,2,0.5698476602318506,0.3716614741373013,0,0
main,116,,,0,2,0.5029285967316194,0.3518169475606821,1,1
main,117,,,0,2,0.4827814164379567,0.4194370134775735,0,0
main,118,,,0,2,0.4618651482177955,0.4734044175607469,1,1
main,119,,,0,2,0.4768781435371638,0.5569357913971487,0,1
main,120,,,0,2,0.4061537638048495,0.5639436547865913,1,1
main,121,,,0,2,0.3529239696450092,0.5138324017379394,1,1
main,122,,,0,2,0.2900016158749542,0.5487759607910657,0,1
main,123,,,0,2,0.2467127191037623,0.5928706849604,0,1
main,124,,,0,2,0.175281405254503,0.6577888191452745,0,0
main,125,,,0,2,0.2409354929194093,0.5728733114539069,0,0
main,126,,,0,2,0.2804921437880056,0.5376311339921118,0,1
main,127,,,0,2,0.2827473841192421,0.55250332004805,0,0
main,128,,,0,2,0.3601518375354495,0.5076251845353358,1,0
main,129,,,0,2,0.3164339771045064,0.589426337083278,0,1
main,130,,,0,2,0.3229844333619982,0.6055440133452394,0,0
main,131,,,0,2,0.2948069022419615,0.6258521796052434,0,1
main,132,,,0,2,0.2153710584393341,0.6072445429427766,0,1
main,133,,,0,2,0.3116446596199242,0.5738314596233869,1,1
main,134,,,0,2,0.1400481704061397,0.6020979784180405,0,1
main,135,,,0,2,0.092290839716493,0.6806426070710971,0,1
main,136,,,0,2,0.1026872236932883,0.6422777713533667,0,0
main,137,,,0,2,0.07,0.6022663094702543,0,1
main,138,,,0,2,0.07,0.5936715415547678,0,0
main,139,,,0,2,0.0767346192249526,0.6274685065133256,0,0
main,140,,,0,2,0.2009834365613574,0.6148170146953367,0,0
main,141,,,0,2,0.2578993521367035,0.5970634921915055,0,1
main,142,,,0,2,0.394259485762366,0.574434171848188,1,0
main,143,,,0,2,0.3833422465429961,0.5620781820615497,0,1
main,144,,,0,2,0.5700000000000001,0.5700000000000001,1,1
main,145,,,0,2,0.601803291786215,0.5815625116313639,1,0
main,146,,,0,2,0.5435989669821145,0.5703042604109783,1,1
main,147,,,0,2,0.5116021114947894,0.5978965655917952,1,0
main,148,,,0,2,0.4534083914755554,0.6553938541894588,1,0
main,149,,,0,2,0.5339946721868443,0.555249559015045,1,1
main,150,,,0,2,0.5254880959487117,0.5631560341599575,0,1
main,151,,,0,2,0.5700000000000001,0.5700000000000001,1,1
main,152,,,0,2,0.5710172856434963,0.4638407868874972,1,1
main,153,,,0,2,0.6641495908564254,0.3663096472943114,1,0
main,154,,,0,2,0.7379694273316804,0.3657185156113329,1,0
main,155,,,0,2,0.7835290280011162,0.2573170979634562,0,1
main,156,,,0,2,0.7280406993308164,0.2233629204221018,1,0
main,157,,,0,2,0.6906206115429228,0.2590333775051363,1,1
main,158,,,0,2,0.6892998931538075,0.1921511832174199,1,0
main,159,,,0,2,0.8066253050627277,0.1798735320475963,1,0
main,160,,,0,2,0.787112797277498,0.1946913825991347,0,0
main,161,,,0,2,0.7227008918706519,0.2380775645018259,1,0
main,162,,,0,2,0.8374351487336003,0.2505984086393641,1,1
main,163,,,0,2,0.877882865303512,0.2381780895788724,1,0
main,164,,,0,2,0.8323438434308124,0.2770592709153051,0,1
main,165,,,0,2,0.818890126921159,0.322389184483037,1,0
main,166,,,0,2,0.7185595460619238,0.4406525979620769,1,1
main,167,,,0,2,0.7824742630835158,0.3771243201706,1,0
main,168,,,0,2,0.8242648807950281,0.3810002918206526,1,0
main,169,,,0,2,0.691716406218635,0.3761838870100743,1,0
main,170,,,0,2,0.649576315710747,0.4536060230641849,1,0
main,171,,,0,2,0.6408448218215612,0.5140182639495849,1,0
main,172,,,0,2,0.7742423986719034,0.3760745349976163,1,1
main,173,,,0,2,0.5700000000000001,0.5700000000000001,1,0
main,174,,,0,2,0.5761618591222857,0.519049396433535,1,0
main,175,,,0,2,0.5141545733247779,0.5632244580582397,1,0
main,176,,,0,2,0.4087851933674642,0.5297760420402068,1,1
main,177,,,0,2,0.3317529723662693,0.4776169434070057,0,1
main,178,,,0,2,0.3345839393645742,0.4479704593551158,0,1
main,179,,,0,2,0.3227177128563488,0.4175682806998378,1,0
main,180,,,0,2,0.3535729968268,0.4300119251470642,0,0
main,181,,,0,2,0.3952313368885655,0.4452214350022586,1,1
main,182,,,0,2,0.3847156864824372,0.5419989399793668,0,1
main,183,,,0,2,0.3573719720034866,0.6232139049747565,0,0
main,184,,,0,2,0.3711282036563581,0.5540363155217969,1,1
main,185,,,0,2,0.3814975463850351,0.5390468817915893,1,1
main,186,,,0,2,0.3772496826784646,0.5134971407130204,0,0
main,187,,,0,2,0.4609206757685466,0.5826585347839688,0,1
main,188,,,0,2,0.4734033955448314,0.6006325301094197,0,1
main,189,,,0,2,0.4421684912815515,0.4854969862480506,1,0
main,190,,,0,2,0.4221351499596299,0.5563442495352526,0,0
main,191,,,0,2,0.4100413772658039,0.6307575174191806,0,0
main,192,,,0,2,0.3247576308567864,0.7171866696929339,0,1
main,193,,,0,2,0.3549306508128347,0.6413948345566727,0,1
main,194,,,0,2,0.2901168353063011,0.7387634210941469,0,1
main,195,,,0,2,0.3080639666866421,0.7770929631427665,1,1
main,196,,,0,2,0.3069879199715155,0.7805145089196273,0,0
main,197,,,0,2,0.434824442475431,0.6339914969362037,0,1
main,198,,,0,2,0.4858305440207479,0.5865931153369186,0,0
main,199,,,0,2,0.4509381376747853,0.6037374564337128,0,0
main,200,,,0,2,0.5154771807225937,0.6695280287340855,0,0
