mode,trial,choice,reaction_time,reward,condition,reward_prob_1,reward_prob_2,payoff_1,payoff_2
main,48,0,0.4382167000003392,1,0,0.509206483141894,0.7911605989847486,1,1
main,49,0,0.44882609999967826,0,0,0.5184084219996459,0.7727685057692465,0,1
main,50,1,0.39264379999985977,1,0,0.5637427877650272,0.8211214224040462,0,1
main,51,1,0.49447930000042106,1,0,0.4766131231067463,0.8442721774128977,1,1
main,52,1,0.464534900000217,1,1,0.5101631638151504,0.8759862592958275,0,1
main,53,1,0.3945174999998926,1,0,0.5373046120554245,0.9457038297930778,0,1
main,54,1,0.3582193999991432,1,0,0.5,0.5,1,1
main,55,1,0.4412489000005735,1,0,0.5812659852796718,0.4929527387281269,1,1
main,56,1,0.37850819999948726,0,0,0.5323700296768289,0.5178441520006767,1,0
main,57,0,0.3683555999996315,0,0,0.6332055734256198,0.5325423700274119,0,1
main,58,1,0.5625424999998359,0,0,0.616819735713173,0.5752950281078111,0,0
main,59,0,0.42847770000025776,1,1,0.6207942107811124,0.5297002062549752,1,1
main,60,0,0.3652996000000712,1,0,0.6927991189348858,0.472623485360633,1,0
main,61,0,0.43730300000061106,1,0,0.6307779308277921,0.5408487902231341,1,0
main,62,0,0.39439889999994193,1,0,0.6010610165804272,0.5629538171812336,1,1
main,63,0,0.4438438999995924,1,0,0.5938628279305249,0.5485335256775808,1,1
main,64,0,0.39331570000013016,1,0,0.5174652674776103,0.5603057809526362,1,1
main,65,0,0.47575830000005226,0,0,0.5903233635427309,0.4884582253153499,0,0
main,66,0,0.7082195000002685,0,0,0.5926870653689377,0.3838791838029327,0,0
main,67,1,0.40176309999969817,0,0,0.5892403132436296,0.3817475076191324,1,0
main,68,0,0.41978430000017397,1,1,0.7275026864529266,0.3243066927127273,1,0
main,69,0,0.38579790000039793,0,0,0.7980980413424485,0.3541915050790173,0,1
main,70,1,0.8686060999998517,0,0,0.7695153346217791,0.383505458471255,1,0
main,71,0,0.40862839999954303,0,0,0.6653645361105918,0.4128171778673541,0,1
main,72,1,0.8884063999994396,1,0,0.6073661955115576,0.4310398720744426,1,1
main,73,1,0.5993588999999702,0,0,0.5942397913883076,0.483238078737103,1,0
main,74,0,1.0251789000003555,0,0,0.5896869148914189,0.5257662349966389,0,0
main,75,1,1.1785085999999865,0,0,0.6425778142776175,0.4396669464203798,1,0
main,76,0,0.4985015000002022,1,1,0.7300274674782545,0.3957087910043121,1,1
main,77,0,0.472523700000238,0,0,0.7186550196140093,0.424261688642449,0,0
main,78,0,0.8463400000000547,1,0,0.7305718026908747,0.4321459256890917,1,0
main,79,0,0.4511654999996608,0,0,0.7370942615817434,0.4307676582495907,0,1
main,80,1,0.5250611999999819,0,0,0.5,0.5,0,0
main,81,0,1.0871536000004198,1,0,0.5132840524848181,0.5293818934658765,1,0
main,82,0,0.5731411999995544,0,0,0.4642377213378965,0.496110214648747,0,1
main,83,1,0.39379160000044067,0,0,0.5602326971661055,0.4573340755356077,1,0
main,84,0,1.3463909000001877,1,0,0.5116863524921631,0.5780463466624218,1,0
main,85,0,0.4931109999997716,0,0,0.4047122332770528,0.5790790009340349,0,0
main,86,1,0.6462380000002668,1,0,0.3694809299222456,0.5862831269214344,0,1
main,87,1,0.4630944000000454,0,0,0.3225037940037636,0.6022945459428005,1,0
main,88,0,0.38970359999984794,0,0,0.1342688090626034,0.6866723600221399,0,0
main,89,1,0.35715220000020054,1,1,0.1555065733328757,0.7546355228545348,0,1
main,90,1,0.40827379999973346,0,0,0.2830480646641918,0.7914573803464442,0,0
main,91,0,0.50441950000004,0,0,0.1931758696451702,0.787845018926644,0,1
main,92,0,0.48166029999993043,0,0,0.075350179431446,0.8234143372266621,0,0
main,93,0,1.4370923999995284,0,0,0.1354693859408531,0.7998908614819095,0,1
main,94,0,1.753725300000042,0,0,0.2179756448755928,0.7420740771042619,0,1
main,95,1,2.064146400000027,1,0,0.2232368680313753,0.6394762355012212,1,1
main,96,1,1.0631578000002264,1,0,0.1909316823763556,0.6701191461881759,1,1
main,97,1,0.6211038999999801,0,0,0.1647956976442649,0.7135014852262302,0,0
main,98,0,0.45430209999994986,0,0,0.0587941918366612,0.739150293757189,0,1
main,99,1,0.5910336999995707,1,0,0.0846386055056624,0.7304036205133201,0,1
main,100,1,0.943077799999628,0,0,0.0958368123128416,0.7216852778566158,0,0
main,101,1,2.04763340000045,1,0,0.053832202433148,0.7867221324940191,1,1
main,102,0,0.39957610000055865,0,0,0.0,0.7611026850077649,0,1
main,103,0,0.3611578999998528,0,0,0.0,0.7766939332735237,0,1
main,104,1,0.4502012000002651,1,1,0.0,0.8195643681910253,0,1
main,105,1,0.4234241000003749,1,0,0.0,0.8102677501833043,0,1
main,106,1,0.42416060000050493,1,0,0.0,0.8203399134579676,0,1
main,107,0,0.44182679999994434,0,0,0.0169675199114359,0.786492443657461,0,1
main,108,0,0.5334576000004745,0,0,0.0847207455288439,0.7365774614649012,0,0
main,109,1,0.5903752000003806,1,1,0.1472792841827692,0.7634197353938306,0,1
main,110,1,0.4126425000004019,0,0,0.2766132546992333,0.6952382846748204,1,0
main,111,1,0.5255447999998069,1,0,0.3348625009998416,0.7002650906230729,1,1
main,112,1,0.4275778999999602,1,0,0.3408510402225987,0.802727392986362,1,1
main,113,1,0.3380944000000454,1,0,0.3310923526091284,0.8279283283650187,1,1
main,114,1,0.5010542999998506,1,1,0.3195668895291143,0.8467243158131751,0,1
main,115,1,0.36357240000052116,1,0,0.3036410509551409,0.8318441266317846,0,1
main,116,1,0.36700070000006235,1,0,0.2846728085272939,0.759483115493039,0,1
main,117,1,0.7409503000008044,1,0,0.5,0.5,0,1
main,118,1,0.45753250000052503,1,0,0.4050775462133233,0.5103002713083264,0,1
main,119,1,0.37941569999929925,0,0,0.3977788229048323,0.4866453196994396,0,0
main,120,0,0.39890639999975974,1,0,0.4402277287353381,0.4760952451828555,1,0
main,121,0,0.40090690000033646,0,0,0.5604660542577968,0.4564459844030292,0,1
main,122,1,0.38740079999934096,0,0,0.706278861372574,0.4329900149760554,0,0
main,123,0,0.42197269999996934,1,1,0.775883980754819,0.37127124175343,1,1
main,124,0,0.37328140000045096,0,0,0.7381789988085607,0.4373915832480214,0,1
main,125,1,0.5539840000001277,1,0,0.8156192203723618,0.4410317621720444,0,1
main,126,1,0.40655990000050224,1,1,0.7691735397146365,0.4831904832576598,0,1
main,127,1,0.40130560000034166,1,0,0.8168713609966983,0.4418172019739201,1,1
main,128,1,0.3813568999994459,0,0,0.777819424053782,0.4447617738992518,1,0
main,129,0,0.8473794999999882,1,0,0.7962828457389952,0.5065363777220219,1,1
main,130,0,0.5274194000003263,0,0,0.7596400915526681,0.4818962032828567,0,1
main,131,1,1.628388900000573,1,0,0.7424399300012682,0.5156737339489454,1,1
main,132,1,0.36883690000013303,0,0,0.7991952762845126,0.4763011458198065,1,0
main,133,0,0.5814860999998928,0,0,0.8334587465262288,0.4534083918931569,0,0
main,134,0,0.4515565000001516,1,0,0.8023429610740139,0.4120443982203061,1,0
main,135,1,0.5195758999998361,0,0,0.7304231152320987,0.4000140753226167,1,0
main,136,0,1.0290902999995524,1,0,0.5,0.5,1,0
main,137,0,1.0080785999998625,1,1,0.5632269661580044,0.4582072367472519,1,1
main,138,0,0.45790560000023106,1,0,0.5397618659074201,0.4727143084213266,1,1
main,139,0,0.3933558999997331,1,1,0.5883167931630358,0.4246222750442037,1,0
main,140,0,0.3754437000006874,1,0,0.6357700369182794,0.3722268587558095,1,0
main,141,0,0.5460055000003194,1,0,0.7016731179032693,0.2883669358680485,1,1
main,142,0,0.3940903000002436,1,0,0.7861997667887348,0.2924002481299416,1,0
main,143,0,0.6839394999997239,1,1,0.8015589141339458,0.2780680537050812,1,0
main,144,0,0.4120812000001024,0,0,0.7118255919024026,0.3335638556049117,0,1
main,145,1,0.4074051000006875,0,0,0.8365526611439688,0.2429065236755094,1,0
main,146,0,0.46081820000017615,1,0,0.93136678309911,0.2409242629929413,1,0
main,147,0,0.44087390000004234,1,0,0.9262581657632392,0.2976323399232927,1,0
main,148,0,0.4468611999991481,1,0,0.9125665794979596,0.2215157953650107,1,1
main,149,0,0.45934699999997974,1,0,0.990241433126796,0.2017769233021376,1,0
main,150,0,0.4352742000000944,1,1,0.9627317959522634,0.1730363305431298,1,0
main,151,0,0.4212632999997368,0,0,0.9217554261949196,0.1547399493827705,0,0
main,152,1,0.9360948000003191,0,0,1.0,0.1646721788086715,1,0
main,153,1,1.3247091999992335,0,0,0.9305061696194338,0.26191500591662,1,0
main,154,1,0.6793697000002794,0,0,0.9055067468721166,0.3347985244868053,1,0
main,155,0,1.3787341999995988,1,0,0.9506155771777576,0.3201366141462518,1,0
main,156,0,0.3919146999996883,1,1,0.8967411431901844,0.3395665734810058,1,0
main,157,0,0.3574447999999393,1,0,0.8530400855735852,0.3566761490181558,1,0
main,158,0,0.4281480999998166,1,0,0.9139210608941332,0.3453654429598096,1,0
main,159,0,0.4337892000003194,1,0,0.964206878257592,0.3721869715472335,1,1
main,160,0,0.49909980000029464,0,0,0.910165798806356,0.3686001212007891,0,0
main,161,1,0.5338794999997845,0,0,0.9480424516803444,0.4148973607821457,1,0
main,162,1,0.7947273000008863,0,0,1.0,0.3655699051812431,1,0
main,163,0,0.4047664999998233,1,0,1.0,0.3664367668849442,1,1
main,164,0,0.665911000000051,1,1,1.0,0.3244647779288938,1,1
main,165,0,0.5200400000003356,1,0,1.0,0.3201163066204863,1,0
main,166,0,0.49767810000048485,1,0,1.0,0.3896975360742802,1,1
main,167,0,0.41997040000023844,1,0,0.5,0.5,1,1
main,168,0,0.3932344999993802,0,0,0.5035165896919499,0.5245367558747869,0,0
main,169,0,0.583747300000141,1,0,0.6738571139942395,0.5176668718253767,1,0
main,170,1,0.4986860999997589,0,0,0.6284632782146027,0.5598559692527271,0,0
main,171,0,0.6726560999995854,0,0,0.6848147967294818,0.5546997203790848,0,0
main,172,0,0.6317650000000867,0,0,0.5279117628978821,0.6483991363828128,0,1
main,173,1,0.4690454999999929,0,0,0.6654976704767716,0.567180720941672,1,0
main,174,1,1.1722861999996894,0,0,0.6637738885503746,0.541324753942782,0,0
main,175,0,0.5351291000006313,1,0,0.640010967603257,0.5109850217251651,1,0
main,176,1,0.45054419999996753,1,1,0.509400184169286,0.5618230772019148,1,1
main,177,1,0.4597786000003907,1,0,0.5994746917538873,0.6053367800561349,1,1
main,178,1,0.36521779999930004,1,0,0.5355813086473418,0.5780857564489297,1,1
main,179,0,0.38391560000036407,1,0,0.6404982708682145,0.5511083551504184,1,0
main,180,0,0.4866646000000401,1,1,0.6105738401560628,0.4987428744541001,1,0
main,181,0,0.5579654000002847,1,0,0.7547757220924258,0.4260501389872628,1,1
main,182,0,0.46659770000042045,1,0,0.8086137098143971,0.4508981077237972,1,1
main,183,0,0.45778120000068157,1,1,0.7934732043296929,0.4235104118237864,1,1
main,184,0,0.5279237000004287,1,0,0.8825470179842156,0.4170614498936145,1,1
main,185,0,0.43515339999976277,1,1,0.8446242054230917,0.4862118643715701,1,0
main,186,0,0.42265339999994467,1,0,0.8153590717211322,0.4975103813382804,1,0
main,187,1,0.3759424999998373,0,0,0.7421264535800416,0.5300609731971079,1,0
main,188,0,0.654535699999542,1,0,0.7812182115895775,0.482477249276747,1,0
main,189,0,0.43903249999948457,0,0,0.5,0.5,0,0
main,190,0,1.226972299999943,1,0,0.4262567853657542,0.518372018615903,1,1
main,191,1,0.37847599999986414,1,0,0.3906152880433375,0.558885252951831,1,1
main,192,0,0.67096760000004,1,0,0.4177202205793492,0.5130158875392138,1,1
main,193,1,1.169085599999562,0,0,0.4213621008057625,0.5123729666485819,1,0
main,194,0,0.43676549999963754,0,0,0.3963948878397481,0.4898605769319131,0,1
main,195,0,1.888896499999646,1,0,0.5311747019601843,0.441806898997427,1,0
main,196,1,0.9036934999994628,0,0,0.5294700782455385,0.4124569634790044,0,0
main,197,0,1.3104913999995915,0,0,0.4319907307273403,0.4407985103468622,0,1
main,198,1,0.6590437000004385,0,0,0.532744303534784,0.3195357399816537,0,0
main,199,1,0.6128251000000091,1,1,0.6436056553658205,0.3929986218231132,0,1
main,200,1,0.40442239999993035,1,0,0.5781613914222452,0.4424738476330054,1,1
