mode,trial,choice,reaction_time,reward,condition,reward_prob_1,reward_prob_2,payoff_1,payoff_2
main,1,0,1.6259046662598848,1,1,0.6048813378285252,0.5895259176684322,1,1
main,2,0,0.45782483369112015,0,0,0.6450662699958258,0.532447233773351,0,0
main,3,0,0.5262055415660143,0,0,0.6544730304236281,0.4820174398686927,0,1
main,4,0,0.7274046246893704,1,0,0.6295070273466354,0.4252397541511419,1,0
main,5,0,0.7124476251192391,0,0,0.5679421023416429,0.4404499769727866,0,1
main,6,0,0.5014131665229797,1,0,0.5057265612503707,0.4767937004162516,1,0
main,7,0,0.4337699580937624,1,0,0.5299104961702631,0.5875052716684093,1,1
main,8,0,0.44148129178211093,1,0,0.4030939498648241,0.6912719207033811,1,1
main,9,0,0.38637554133310914,0,0,0.4098576530717423,0.703002110217567,0,0
main,10,0,0.530364416539669,0,0,0.4852593686872998,0.6133538421122819,0,0
